Tag|Name|Keyword|VR|VM|Status
00140101|SecondaryApprovalStatus|Secondary​Approval​Status|CS|1|DICONDE
00140102|SecondaryReviewDate|Secondary​Review​Date|DA|1|DICONDE
00140103|SecondaryReviewTime|Secondary​Review​Time|TM|1|DICONDE
00140104|SecondaryReviewerName|Secondary​Reviewer​Name|PN|1|DICONDE
00140105|RepairId|Repair​ID|ST|1|DICONDE
00140106|MultipleComponentApprovalSequence|Multiple​Component​Approval​Sequence|SQ|1|DICONDE
00140107|OtherApprovalStatus|Other​Approval​Status|CS|1-n|DICONDE
00140108|OtherSecondaryApprovalStatus|Other​Secondary​Approval​Status|CS|1-n|DICONDE
00140200|DataElementLabelSequence|Data​Element​Label​Sequence|SQ|1|DICONDE
00140201|DataElementLabelItemSequence|Data​Element​Label​Item​Sequence|SQ|1|DICONDE
00140202|DataElement|Data​Element|AT|1|DICONDE
00140203|DataElementName|Data​Element​Name|LO|1|DICONDE
00140204|DataElementDescription|Data​Element​Description|LO|1|DICONDE
00140205|DataElementConditionality|Data​Element​Conditionality|CS|1|DICONDE
00140206|DataElementMinimumCharacters|Data​Element​Minimum​Characters|IS|1|DICONDE
00140207|DataElementMaximumCharacters|Data​Element​Maximum​Characters|IS|1|DICONDE
00141010|ActualEnvironmentalConditions|Actual​Environmental​Conditions|ST|1|DICONDE
00141020|ExpiryDate|Expiry​Date|DA|1|DICONDE
00141040|EnvironmentalConditions|Environmental​Conditions|ST|1|DICONDE
00142002|EvaluatorSequence|Evaluator​Sequence|SQ|1|DICONDE
00142004|EvaluatorNumber|Evaluator​Number|IS|1|DICONDE
00142006|EvaluatorName|Evaluator​Name|PN|1|DICONDE
00142008|EvaluationAttempt|Evaluation​Attempt|IS|1|DICONDE
00142012|IndicationSequence|Indication​Sequence|SQ|1|DICONDE
00142014|IndicationNumber|Indication​Number|IS|1|DICONDE
00142016|IndicationLabel|Indication​Label|SH|1|DICONDE
00142018|IndicationDescription|Indication​Description|ST|1|DICONDE
0014201A|IndicationType|Indication​Type|CS|1-n|DICONDE
0014201C|IndicationDisposition|Indication​Disposition|CS|1|DICONDE
0014201E|IndicationRoiSequence|Indication​ROI​Sequence|SQ|1|DICONDE
00142030|IndicationPhysicalPropertySequence|Indication​Physical​Property​Sequence|SQ|1|DICONDE
00142032|PropertyLabel|Property​Label|SH|1|DICONDE
00142202|CoordinateSystemNumberOfAxes|Coordinate​System​Number​Of​Axes|IS|1|DICONDE
00142204|CoordinateSystemAxesSequence|Coordinate​System​Axes​Sequence|SQ|1|DICONDE
00142206|CoordinateSystemAxisDescription|Coordinate​System​Axis​Description|ST|1|DICONDE
00142208|CoordinateSystemDataSetMapping|Coordinate​System​Data​Set​Mapping|CS|1|DICONDE
0014220A|CoordinateSystemAxisNumber|Coordinate​System​Axis​Number|IS|1|DICONDE
0014220C|CoordinateSystemAxisType|Coordinate​System​Axis​Type|CS|1|DICONDE
0014220E|CoordinateSystemAxisUnits|Coordinate​System​Axis​Units|CS|1|DICONDE
00142210|CoordinateSystemAxisValues|Coordinate​System​Axis​Values|OB|1|DICONDE
00142220|CoordinateSystemTransformSequence|Coordinate​System​Transform​Sequence|SQ|1|DICONDE
00142222|TransformDescription|Transform​Description|ST|1|DICONDE
00142224|TransformNumberOfAxes|Transform​Number​Of​Axes|IS|1|DICONDE
00142226|TransformOrderOfAxes|Transform​Order​Of​Axes|IS|1-n|DICONDE
00142228|TransformedAxisUnits|Transformed​Axis​Units|CS|1|DICONDE
0014222A|CoordinateSystemTransformRotationAndScaleMatrix|Coordinate​System​Transform​Rotation​And​Scale​Matrix|DS|1-n|DICONDE
0014222C|CoordinateSystemTransformTranslationMatrix|Coordinate​System​Transform​Translation​Matrix|DS|1-n|DICONDE
00143011|InternalDetectorFrameTime|Internal​Detector​Frame​Time|DS|1|DICONDE
00143012|NumberOfFramesIntegrated|Number​Of​Frames​Integrated|DS|1|DICONDE
00143020|DetectorTemperatureSequence|Detector​Temperature​Sequence|SQ|1|DICONDE
00143022|SensorName|Sensor​Name|ST|1|DICONDE
00143024|HorizontalOffsetOfSensor|Horizontal​Offset​Of​Sensor|DS|1|DICONDE
00143026|VerticalOffsetOfSensor|Vertical​Offset​Of​Sensor|DS|1|DICONDE
00143028|SensorTemperature|Sensor​Temperature|DS|1|DICONDE
00143040|DarkCurrentSequence|Dark​Current​Sequence|SQ|1|DICONDE
00143050|DarkCurrentCounts|Dark​Current​Counts|OB or OW|1|DICONDE
00143060|GainCorrectionReferenceSequence|Gain​Correction​Reference​Sequence|SQ|1|DICONDE
00143070|AirCounts|Air​Counts|OB or OW|1|DICONDE
00143071|KvUsedInGainCalibration|KV​Used​In​Gain​Calibration|DS|1|DICONDE
00143072|MaUsedInGainCalibration|MA​Used​In​Gain​Calibration|DS|1|DICONDE
00143073|NumberOfFramesUsedForIntegration|Number​Of​Frames​Used​For​Integration|DS|1|DICONDE
00143074|FilterMaterialUsedInGainCalibration|Filter​Material​Used​In​Gain​Calibration|LO|1|DICONDE
00143075|FilterThicknessUsedInGainCalibration|Filter​Thickness​Used​In​Gain​Calibration|DS|1|DICONDE
00143076|DateOfGainCalibration|Date​Of​Gain​Calibration|DA|1|DICONDE
00143077|TimeOfGainCalibration|Time​Of​Gain​Calibration|TM|1|DICONDE
00143080|BadPixelImage|Bad​Pixel​Image|OB|1|DICONDE
00143099|CalibrationNotes|Calibration​Notes|LT|1|DICONDE
00143100|LinearityCorrectionTechnique|Linearity​Correction​Technique|LT|1|DICONDE
00143101|BeamHardeningCorrectionTechnique|Beam​Hardening​Correction​Technique|LT|1|DICONDE
00144002|PulserEquipmentSequence|Pulser​Equipment​Sequence|SQ|1|DICONDE
00144004|PulserType|Pulser​Type|CS|1|DICONDE
00144006|PulserNotes|Pulser​Notes|LT|1|DICONDE
00144008|ReceiverEquipmentSequence|Receiver​Equipment​Sequence|SQ|1|DICONDE
0014400A|AmplifierType|Amplifier​Type|CS|1|DICONDE
0014400C|ReceiverNotes|Receiver​Notes|LT|1|DICONDE
0014400E|Pre-AmplifierEquipmentSequence|Pre​Amplifier​Equipment​Sequence|SQ|1|DICONDE
0014400F|Pre-AmplifierNotes|Pre​Amplifier​Notes|LT|1|DICONDE
00144010|TransmitTransducerSequence|Transmit​Transducer​Sequence|SQ|1|DICONDE
00144011|ReceiveTransducerSequence|Receive​Transducer​Sequence|SQ|1|DICONDE
00144012|NumberOfElements|Number​Of​Elements|US|1|DICONDE
00144013|ElementShape|Element​Shape|CS|1|DICONDE
00144014|ElementDimensionA|Element​Dimension​A|DS|1|DICONDE
00144015|ElementDimensionB|Element​Dimension​B|DS|1|DICONDE
00144016|ElementPitchA|Element​Pitch​A|DS|1|DICONDE
00144017|MeasuredBeamDimensionA|Measured​Beam​Dimension​A|DS|1|DICONDE
00144018|MeasuredBeamDimensionB|Measured​Beam​Dimension​B|DS|1|DICONDE
00144019|LocationOfMeasuredBeamDiameter|Location​Of​Measured​Beam​Diameter|DS|1|DICONDE
0014401A|NominalFrequency|Nominal​Frequency|DS|1|DICONDE
0014401B|MeasuredCenterFrequency|Measured​Center​Frequency|DS|1|DICONDE
0014401C|MeasuredBandwidth|Measured​Bandwidth|DS|1|DICONDE
0014401D|ElementPitchB|Element​Pitch​B|DS|1|DICONDE
00144020|PulserSettingsSequence|Pulser​Settings​Sequence|SQ|1|DICONDE
00144022|PulseWidth|Pulse​Width|DS|1|DICONDE
00144024|ExcitationFrequency|Excitation​Frequency|DS|1|DICONDE
00144026|ModulationType|Modulation​Type|CS|1|DICONDE
00144028|Damping|Damping|DS|1|DICONDE
00144030|ReceiverSettingsSequence|Receiver​Settings​Sequence|SQ|1|DICONDE
00144031|AcquiredSoundpathLength|Acquired​Soundpath​Length|DS|1|DICONDE
00144032|AcquisitionCompressionType|Acquisition​Compression​Type|CS|1|DICONDE
00144033|AcquisitionSampleSize|Acquisition​Sample​Size|IS|1|DICONDE
00144034|RectifierSmoothing|Rectifier​Smoothing|DS|1|DICONDE
00144035|DacSequence|DAC​Sequence|SQ|1|DICONDE
00144036|DacType|DAC​Type|CS|1|DICONDE
00144038|DacGainPoints|DAC​Gain​Points|DS|1-n|DICONDE
0014403A|DacTimePoints|DAC​Time​Points|DS|1-n|DICONDE
0014403C|DacAmplitude|DAC​Amplitude|DS|1-n|DICONDE
00144040|Pre-AmplifierSettingsSequence|Pre​Amplifier​Settings​Sequence|SQ|1|DICONDE
00144050|TransmitTransducerSettingsSequence|Transmit​Transducer​Settings​Sequence|SQ|1|DICONDE
00144051|ReceiveTransducerSettingsSequence|Receive​Transducer​Settings​Sequence|SQ|1|DICONDE
00144052|IncidentAngle|Incident​Angle|DS|1|DICONDE
00144054|CouplingTechnique|Coupling​Technique|ST|1|DICONDE
00144056|CouplingMedium|Coupling​Medium|ST|1|DICONDE
00144057|CouplingVelocity|Coupling​Velocity|DS|1|DICONDE
00144058|ProbeCenterLocationX|Probe​Center​Location​X|DS|1|DICONDE
00144059|ProbeCenterLocationZ|Probe​Center​Location​Z|DS|1|DICONDE
0014405A|SoundPathLength|Sound​Path​Length|DS|1|DICONDE
0014405C|DelayLawIdentifier|Delay​Law​Identifier|ST|1|DICONDE
00144060|GateSettingsSequence|Gate​Settings​Sequence|SQ|1|DICONDE
00144062|GateThreshold|Gate​Threshold|DS|1|DICONDE
00144064|VelocityOfSound|Velocity​Of​Sound|DS|1|DICONDE
00144070|CalibrationSettingsSequence|Calibration​Settings​Sequence|SQ|1|DICONDE
00144072|CalibrationProcedure|Calibration​Procedure|ST|1|DICONDE
00144074|ProcedureVersion|Procedure​Version|SH|1|DICONDE
00144076|ProcedureCreationDate|Procedure​Creation​Date|DA|1|DICONDE
00144078|ProcedureExpirationDate|Procedure​Expiration​Date|DA|1|DICONDE
0014407A|ProcedureLastModifiedDate|Procedure​Last​Modified​Date|DA|1|DICONDE
0014407C|CalibrationTime|Calibration​Time|TM|1-n|DICONDE
0014407E|CalibrationDate|Calibration​Date|DA|1-n|DICONDE
00144080|ProbeDriveEquipmentSequence|Probe​Drive​Equipment​Sequence|SQ|1|DICONDE
00144081|DriveType|Drive​Type|CS|1|DICONDE
00144082|ProbeDriveNotes|Probe​Drive​Notes|LT|1|DICONDE
00144083|DriveProbeSequence|Drive​Probe​Sequence|SQ|1|DICONDE
00144084|ProbeInductance|Probe​Inductance|DS|1|DICONDE
00144085|ProbeResistance|Probe​Resistance|DS|1|DICONDE
00144086|ReceiveProbeSequence|Receive​Probe​Sequence|SQ|1|DICONDE
00144087|ProbeDriveSettingsSequence|Probe​Drive​Settings​Sequence|SQ|1|DICONDE
00144088|BridgeResistors|Bridge​Resistors|DS|1|DICONDE
00144089|ProbeOrientationAngle|Probe​Orientation​Angle|DS|1|DICONDE
0014408B|UserSelectedGainY|User​Selected​Gain​Y|DS|1|DICONDE
0014408C|UserSelectedPhase|User​Selected​Phase|DS|1|DICONDE
0014408D|UserSelectedOffsetX|User​Selected​Offset​X|DS|1|DICONDE
0014408E|UserSelectedOffsetY|User​Selected​Offset​Y|DS|1|DICONDE
00144091|ChannelSettingsSequence|Channel​Settings​Sequence|SQ|1|DICONDE
00144092|ChannelThreshold|Channel​Threshold|DS|1|DICONDE
0014409A|ScannerSettingsSequence|Scanner​Settings​Sequence|SQ|1|DICONDE
0014409B|ScanProcedure|Scan​Procedure|ST|1|DICONDE
0014409C|TranslationRateX|Translation​Rate​X|DS|1|DICONDE
0014409D|TranslationRateY|Translation​Rate​Y|DS|1|DICONDE
0014409F|ChannelOverlap|Channel​Overlap|DS|1|DICONDE
001440A0|ImageQualityIndicatorType|Image​Quality​Indicator​Type|LO|1-n|DICONDE
001440A1|ImageQualityIndicatorMaterial|Image​Quality​Indicator​Material|LO|1-n|DICONDE
001440A2|ImageQualityIndicatorSize|Image​Quality​Indicator​Size|LO|1-n|DICONDE
00145002|LinacEnergy|LINAC​Energy|IS|1|DICONDE
00145004|LinacOutput|LINAC​Output|IS|1|DICONDE
00145100|ActiveAperture|Active​Aperture|US|1|DICONDE
00145101|TotalAperture|Total​Aperture|DS|1|DICONDE
00145102|ApertureElevation|Aperture​Elevation|DS|1|DICONDE
00145103|MainLobeAngle|Main​Lobe​Angle|DS|1|DICONDE
00145104|MainRoofAngle|Main​Roof​Angle|DS|1|DICONDE
00145105|ConnectorType|Connector​Type|CS|1|DICONDE
00145106|WedgeModelNumber|Wedge​Model​Number|SH|1|DICONDE
00145107|WedgeAngleFloat|Wedge​Angle​Float|DS|1|DICONDE
00145108|WedgeRoofAngle|Wedge​Roof​Angle|DS|1|DICONDE
00145109|WedgeElement1Position|Wedge​Element​1​Position|CS|1|DICONDE
0014510A|WedgeMaterialVelocity|Wedge​Material​Velocity|DS|1|DICONDE
0014510B|WedgeMaterial|Wedge​Material|SH|1|DICONDE
0014510C|WedgeOffsetZ|Wedge​Offset​Z|DS|1|DICONDE
0014510D|WedgeOriginOffsetX|Wedge​Origin​Offset​X|DS|1|DICONDE
0014510E|WedgeTimeDelay|Wedge​Time​Delay|DS|1|DICONDE
0014510F|WedgeName|Wedge​Name|SH|1|DICONDE
00145110|WedgeManufacturerName|Wedge​Manufacturer​Name|SH|1|DICONDE
00145111|WedgeDescription|Wedge​Description|LO|1|DICONDE
00145112|NominalBeamAngle|Nominal​Beam​Angle|DS|1|DICONDE
00145113|WedgeOffsetX|Wedge​Offset​X|DS|1|DICONDE
00145114|WedgeOffsetY|Wedge​Offset​Y|DS|1|DICONDE
00145115|WedgeTotalLength|Wedge​Total​Length|DS|1|DICONDE
00145116|WedgeInContactLength|Wedge​In​Contact​Length|DS|1|DICONDE
00145117|WedgeFrontGap|Wedge​Front​Gap|DS|1|DICONDE
00145118|WedgeTotalHeight|Wedge​Total​Height|DS|1|DICONDE
00145119|WedgeFrontHeight|Wedge​Front​Height|DS|1|DICONDE
0014511A|WedgeRearHeight|Wedge​Rear​Height|DS|1|DICONDE
0014511B|WedgeTotalWidth|Wedge​Total​Width|DS|1|DICONDE
0014511C|WedgeInContactWidth|Wedge​In​Contact​Width|DS|1|DICONDE
0014511D|WedgeChamferHeight|Wedge​Chamfer​Height|DS|1|DICONDE
0014511E|WedgeCurve|Wedge​Curve|CS|1|DICONDE
0014511F|RadiusAlongTheWedge|Radius​Along​Wedge|DS|1|DICONDE
00160001|WhitePoint|White​Point​|DS|1|
00160002|PrimaryChromaticities|Primary​Chromaticities|DS|3|
00160003|BatteryLevel|Battery​Level|UT|1|
00160004|ExposureTimeInSeconds|Exposure​Time​In​Seconds|DS|1|
00160005|F-Number|FNumber|DS|1|
00160006|OecfRows|OECF​Rows|IS|1|
00160007|OecfColumns|OECF​Columns|IS|1|
00160008|OecfColumnNames|OECF​Column​Names|UC|1-n|
00160009|OecfValues|OECF​Values|DS|1-n|
0016000A|SpatialFrequencyResponseRows|Spatial​Frequency​Response​Rows|IS|1|
0016000B|SpatialFrequencyResponseColumns|Spatial​Frequency​Response​Columns|IS|1|
0016000C|SpatialFrequencyResponseColumnNames|Spatial​Frequency​Response​Column​Names|UC|1-n|
0016000D|SpatialFrequencyResponseValues|Spatial​Frequency​Response​Values|DS|1-n|
0016000E|ColorFilterArrayPatternRows|Color​Filter​Array​Pattern​Rows|IS|1|
0016000F|ColorFilterArrayPatternColumns|Color​Filter​Array​Pattern​Columns|IS|1|
00160010|ColorFilterArrayPatternValues|Color​Filter​Array​Pattern​Values|DS|1-n|
00160011|FlashFiringStatus|Flash​Firing​Status|US|1|
00160012|FlashReturnStatus|Flash​Return​Status|US|1|
00160013|FlashMode|Flash​Mode|US|1|
00160014|FlashFunctionPresent|Flash​Function​Present|US|1|
00160015|FlashRedEyeMode|Flash​Red​Eye​Mode|US|1|
00160016|ExposureProgram|Exposure​Program|US|1|
00160017|SpectralSensitivity|Spectral​Sensitivity|UT|1|
00160018|PhotographicSensitivity|Photographic​Sensitivity|IS|1|
00160019|SelfTimerMode|Self​Timer​Mode|IS|1|
0016001A|SensitivityType|Sensitivity​Type|US|1|
0016001B|StandardOutputSensitivity|Standard​Output​Sensitivity|IS|1|
0016001C|RecommendedExposureIndex|Recommended​Exposure​Index|IS|1|
0016001D|IsoSpeed​|ISO​Speed​|IS|1|
0016001E|IsoSpeed​​LatitudeYyy|ISO​Speed​Latitude​yyy|IS|1|
0016001F|IsoSpeed​​LatitudeZzz|ISO​Speed​Latitude​zzz|IS|1|
00160020|ExifVersion|EXIF​Version|UT|1|
00160021|ShutterSpeedValue|Shutter​Speed​Value|DS|1|
00160022|ApertureValue|Aperture​Value|DS|1|
00160023|BrightnessValue|Brightness​Value|DS|1|
00160024|ExposureBiasValue|Exposure​Bias​Value|DS|1|
00160025|MaxApertureValue|Max​Aperture​Value|DS|1|
00160026|SubjectDistance|Subject​Distance|DS|1|
00160027|MeteringMode|Metering​Mode|US|1|
00160028|LightSource|Light​Source|US|1|
00160029|FocalLength|Focal​Length|DS|1|
0016002A|SubjectArea|Subject​Area|IS||
0016002B|MakerNote|Maker​Note|OB|1|
00160030|Temperature|Temperature|DS|1|
00160031|Humidity|Humidity|DS|1|
00160032|Pressure|Pressure|DS|1|
00160033|WaterDepth|Water​Depth|DS|1|
00160034|Acceleration|Acceleration|DS|1|
00160035|CameraElevationAngle|Camera​Elevation​Angle|DS|1|
00160036|FlashEnergy|Flash​Energy|DS||
00160037|SubjectLocation|Subject​Location|IS|2|
00160038|PhotographicExposureIndex|Photographic​Exposure​Index|DS|1|
00160039|SensingMethod|Sensing​Method|US|1|
0016003A|FileSource|File​Source|US|1|
0016003B|SceneType|Scene​Type|US|1|
00160041|CustomRendered|Custom​Rendered|US|1|
00160042|ExposureMode|Exposure​Mode|US|1|
00160043|WhiteBalance|White​Balance|US|1|
00160044|DigitalZoomRatio|Digital​Zoom​Ratio|DS|1|
00160045|FocalLengthIn35Mm​Film|Focal​Length​In​35mm​Film|IS|1|
00160046|SceneCaptureType|Scene​Capture​Type|US|1|
00160047|GainControl|Gain​Control|US|1|
00160048|Contrast|Contrast|US|1|
00160049|Saturation|Saturation|US|1|
0016004A|Sharpness|Sharpness|US|1|
0016004B|DeviceSettingDescription|Device​Setting​Description|OB|1|
0016004C|SubjectDistanceRange|Subject​Distance​Range|US|1|
0016004D|CameraOwnerName|Camera​Owner​Name|UT|1|
0016004E|LensSpecification|Lens​Specification|DS|4|
0016004F|LensMake|Lens​Make|UT|1|
00160050|LensModel|Lens​Model|UT|1|
00160051|LensSerialNumber|Lens​Serial​Number|UT|1|
00160061|InteroperabilityIndex|Interoperability​Index|CS|1|
00160062|InteroperabilityVersion|Interoperability​Version|OB|1|
00160070|GpsVersionId|GPS​Version​ID|OB|1|
00160071|GpsLatitude​Ref|GPS​Latitude​Ref|CS|1|
00160072|GpsLatitude​|GPS​Latitude​|DS|3|
00160073|GpsLongitudeRef|GPS​Longitude​​Ref|CS|1|
00160074|GpsLongitude|GPS​Longitude|DS|3|
00160075|GpsAltitude​Ref|GPS​Altitude​Ref|US|1|
00160076|GpsAltitude​|GPS​Altitude​|DS|1|
00160077|GpsTime​Stamp|GPS​Time​Stamp|DT|1|
00160078|GpsSatellites|GPS​Satellites|UT|1|
00160079|GpsStatus|GPS​Status|CS|1|
0016007A|GpsMeasure​Mode|GPS​Measure​​Mode|CS|1|
0016007B|GpsDop|GPS​DOP|DS|1|
0016007C|GpsSpeed​Ref|GPS​Speed​Ref|CS|1|
0016007D|GpsSpeed​|GPS​Speed​|DS|1|
0016007E|GpsTrack​Ref|GPS​Track​​Ref|CS|1|
0016007F|GpsTrack|GPS​Track|DS|1|
00160080|GpsImg​DirectionRef|GPS​Img​Direction​Ref|CS|1|
00160081|GpsImg​Direction|GPS​Img​Direction|DS|1|
00160082|GpsMap​Datum|GPS​Map​​Datum|UT|1|
00160083|GpsDest​LatitudeRef|GPS​Dest​Latitude​Ref|CS|1|
00160084|GpsDest​Latitude|GPS​Dest​Latitude|DS|3|
